transaction_id,item_id,item_quantity,item_total_price,payment_type_id,location_type_id,transaction_date
TXN_7010020,1,5,15.0,0,1,2023-08-07
TXN_1712662,4,2,6.0,1,0,2023-05-31
TXN_4077799,1,4,12.0,3,2,2023-08-12
TXN_8225571,8,4,6.0,3,0,2023-01-17
TXN_3103520,1,3,9.0,0,0,2023-09-04
TXN_2084080,3,4,4.0,3,2,2023-09-22
TXN_2740398,3,4,4.0,3,1,
TXN_8046057,2,1,2.0,2,1,2023-11-24
TXN_5832968,5,5,25.0,0,2,2023-06-05
TXN_6995665,8,2,3.0,0,0,
TXN_3752448,1,5,15.0,3,2,2023-05-16
TXN_3842881,5,5,25.0,0,0,2023-01-25
TXN_4060160,2,4,8.0,0,1,2023-07-05
TXN_3847405,6,1,4.0,3,2,2023-06-15
TXN_5103644,1,4,12.0,2,2,2023-04-17
TXN_6846020,4,5,15.0,0,2,2023-05-03
TXN_7763764,3,2,2.0,0,1,
TXN_4758849,1,2,6.0,0,0,2023-06-23
TXN_1034651,6,3,12.0,0,2,2023-07-06
TXN_4128921,5,4,20.0,0,2,2023-09-11
TXN_8925566,8,2,3.0,3,1,2023-08-07
TXN_1679800,7,4,16.0,1,1,2023-10-17
TXN_3785678,8,1,1.5,2,2,2023-03-13
TXN_1056256,1,4,12.0,0,1,2023-12-04
TXN_8712303,0,2,6.0,2,2,2023-08-14
TXN_2289122,7,4,16.0,1,1,2023-08-20
TXN_2988434,4,1,3.0,3,1,2023-12-09
TXN_1197536,5,3,15.0,0,2,2023-10-02
TXN_7327362,2,5,10.0,2,1,2023-06-29
TXN_5628251,1,4,12.0,2,0,2023-11-14
TXN_2687748,4,3,9.0,0,2,2023-02-26
TXN_8309656,6,3,12.0,0,2,2023-01-04
TXN_7597276,7,4,16.0,3,0,2023-05-01
TXN_4360906,6,2,8.0,0,1,2023-06-11
TXN_6000890,2,3,6.0,3,1,2023-01-06
TXN_8917565,2,1,2.0,1,0,2023-11-19
TXN_6264113,2,4,8.0,0,0,2023-12-02
TXN_3603434,2,5,10.0,0,1,2023-01-05
TXN_7976129,1,3,9.0,0,1,2023-03-03
TXN_7420434,2,4,8.0,2,2,2023-07-16
TXN_5818852,4,2,6.0,0,0,2023-03-04
TXN_9976598,4,4,12.0,0,2,2023-01-10
TXN_1556046,6,4,16.0,2,2,2023-04-09
TXN_7129511,2,5,10.0,1,2,2023-10-29
TXN_6324434,2,4,8.0,1,2,2023-12-04
TXN_2380352,8,3,4.5,3,0,2023-11-03
TXN_6455325,4,4,12.0,2,1,2023-01-05
TXN_6682253,8,5,7.5,1,1,2023-02-17
TXN_8220657,8,2,3.0,1,0,2023-08-13
TXN_7819240,7,5,20.0,1,1,2023-03-06
TXN_4451380,3,3,3.0,3,1,2023-07-10
TXN_2482298,5,2,10.0,0,2,2023-06-15
TXN_2606750,8,3,4.5,1,0,2023-06-20
TXN_4493874,3,5,5.0,0,1,2023-11-19
TXN_2705302,5,2,10.0,2,0,2023-01-18
TXN_3706167,6,5,20.0,3,2,2023-10-02
TXN_7414587,8,3,4.5,1,2,2023-03-22
TXN_3360649,3,2,2.0,0,2,2023-09-10
TXN_6132245,5,2,10.0,3,0,2023-06-01
TXN_2633322,5,4,20.0,3,0,2023-01-15
TXN_9910333,1,2,6.0,0,1,2023-09-15
TXN_7321479,1,1,3.0,0,0,2023-10-31
TXN_4315166,6,2,8.0,3,2,2023-06-10
TXN_7843112,3,4,4.0,0,0,2023-01-25
TXN_2879791,6,1,4.0,0,0,2023-07-10
TXN_2503128,1,1,3.0,1,1,2023-01-12
TXN_3091574,3,5,5.0,0,1,2023-07-29
TXN_2371763,6,4,16.0,1,0,2023-05-17
TXN_5726114,7,3,12.0,3,2,2023-07-14
TXN_1079844,5,2,10.0,3,0,2023-10-27
TXN_8726097,8,1,1.5,3,2,
TXN_1633337,5,5,25.0,2,0,2023-06-29
TXN_5222176,3,4,4.0,0,1,2023-01-11
TXN_7480940,2,2,4.0,1,1,2023-01-25
TXN_2437508,5,2,10.0,0,2,2023-11-20
TXN_7445500,5,4,20.0,1,1,
TXN_5036614,7,4,16.0,3,1,2023-10-10
TXN_9731164,5,1,5.0,1,0,2023-12-07
TXN_1417291,4,4,12.0,3,1,2023-05-11
TXN_9792093,6,1,4.0,0,1,2023-09-28
TXN_9989239,8,5,7.5,0,1,2023-04-28
TXN_6055570,8,3,4.5,1,0,2023-02-06
TXN_1231531,2,5,10.0,3,1,2023-07-24
TXN_8843108,4,5,15.0,0,0,2023-07-18
TXN_4643305,3,4,4.0,0,2,2023-04-12
TXN_8754977,6,3,12.0,3,1,2023-10-24
TXN_2052060,6,3,12.0,1,2,2023-11-07
TXN_1275124,2,3,6.0,0,0,2023-06-21
TXN_3534536,2,1,2.0,2,0,2023-02-02
TXN_1779679,2,5,10.0,0,1,2023-01-06
TXN_4583908,6,1,4.0,3,0,2023-06-04
TXN_6379692,3,5,5.0,3,2,2023-11-05
TXN_3999862,8,4,6.0,0,1,2023-07-11
TXN_7694326,2,5,10.0,0,0,2023-02-19
TXN_1171080,6,3,12.0,2,0,2023-07-29
TXN_5658895,4,2,6.0,1,0,2023-09-21
TXN_7704680,5,2,10.0,2,0,2023-08-06
TXN_6395070,7,4,16.0,2,0,2023-12-10
TXN_9576454,4,1,3.0,2,1,2023-09-23
TXN_7907259,1,1,3.0,3,2,2023-10-19
TXN_4487345,6,3,12.0,0,1,2023-05-10
TXN_5929341,4,2,6.0,0,2,2023-05-12
TXN_6021173,4,5,15.0,1,2,2023-12-16
TXN_6272473,2,4,8.0,1,2,2023-03-06
TXN_5243032,3,1,1.0,1,2,2023-08-24
TXN_5863411,3,3,3.0,3,1,2023-09-21
TXN_4087571,3,2,2.0,0,0,2023-11-24
TXN_7680197,3,5,5.0,1,2,2023-09-23
TXN_8773639,2,3,6.0,3,2,2023-02-20
TXN_5960979,2,5,10.0,3,1,2023-05-03
TXN_7894534,8,3,4.5,2,1,2023-03-16
TXN_4890770,2,4,8.0,0,2,2023-10-12
TXN_6079741,3,4,4.0,0,2,2023-01-02
TXN_4612930,4,2,6.0,0,0,2023-08-13
TXN_1124311,3,1,1.0,1,0,2023-05-05
TXN_6380636,2,5,10.0,0,0,2023-01-10
TXN_5720183,3,5,5.0,2,2,2023-05-30
TXN_6382322,8,3,4.5,3,1,2023-12-14
TXN_8119542,3,2,2.0,3,0,2023-12-12
TXN_1674042,2,5,10.0,3,0,2023-09-19
TXN_8398809,8,2,3.0,0,2,2023-11-25
TXN_7728415,8,5,7.5,2,1,2023-12-28
TXN_5285171,6,5,20.0,1,2,2023-12-11
TXN_2527007,7,1,4.0,3,0,2023-10-22
TXN_8331542,5,4,20.0,0,1,2023-12-23
TXN_2999220,7,4,16.0,3,2,2023-02-23
TXN_5108188,1,2,6.0,0,0,2023-08-25
TXN_6680963,6,2,8.0,2,2,2023-08-01
TXN_2308317,2,2,4.0,3,2,2023-11-13
TXN_8811902,8,5,7.5,2,0,2023-08-07
TXN_7349134,0,1,4.0,2,1,2023-05-28
TXN_1467546,3,3,3.0,0,2,2023-07-20
TXN_2276722,5,2,10.0,1,2,2023-12-21
TXN_2519044,5,5,25.0,3,2,2023-05-20
TXN_2851147,5,2,10.0,3,1,2023-06-24
TXN_3349404,2,3,6.0,3,0,2023-01-31
TXN_7939011,4,5,15.0,0,1,2023-04-07
TXN_3877580,5,2,10.0,3,0,2023-05-30
TXN_5220523,4,3,9.0,1,2,2023-01-30
TXN_5934526,2,5,10.0,2,1,2023-05-27
TXN_8935939,8,3,4.5,3,2,2023-03-27
TXN_3586935,5,5,25.0,1,0,2023-05-21
TXN_1781777,5,3,15.0,2,2,2023-10-26
TXN_6461461,4,1,3.0,0,1,
TXN_1707251,6,2,8.0,3,2,2023-10-06
TXN_4493878,2,5,10.0,2,1,2023-03-11
TXN_2446874,4,4,12.0,2,0,2023-07-22
TXN_5747859,1,1,3.0,2,2,2023-03-13
TXN_8172333,3,4,4.0,2,0,2023-12-25
TXN_8600523,8,3,4.5,0,0,2023-12-29
TXN_7471753,7,5,20.0,1,1,2023-03-13
TXN_3884527,6,1,4.0,3,1,2023-06-06
TXN_9072517,7,2,8.0,2,2,2023-01-09
TXN_4378200,8,5,7.5,2,1,2023-09-04
TXN_3918998,2,5,10.0,3,2,2023-12-18
TXN_7674694,8,2,3.0,0,0,2023-03-30
TXN_3875049,8,2,3.0,3,2,2023-09-15
TXN_5400266,8,3,4.5,3,2,2023-06-14
TXN_2402978,3,3,3.0,2,1,2023-01-21
TXN_6188306,5,1,5.0,0,2,2023-10-26
TXN_1148874,3,1,1.0,2,1,2023-09-18
TXN_1888708,6,4,16.0,1,0,2023-08-17
TXN_8842592,3,5,5.0,0,0,2023-07-10
TXN_2761204,1,3,9.0,1,0,2023-07-14
TXN_9038745,7,3,12.0,0,2,2023-06-25
TXN_1374424,6,5,20.0,0,0,2023-04-24
TXN_7205840,5,3,15.0,0,0,2023-03-05
TXN_7714378,7,2,8.0,1,0,2023-08-10
TXN_7732813,8,2,3.0,2,2,2023-07-16
TXN_6718205,7,2,8.0,3,2,2023-06-30
TXN_8878429,1,5,15.0,3,1,
TXN_6899576,5,2,10.0,3,2,2023-10-26
TXN_2761003,7,2,8.0,0,1,2023-11-08
TXN_6929413,8,1,1.5,3,0,2023-10-13
TXN_2350703,0,4,12.0,1,1,2023-08-20
TXN_1948437,7,2,8.0,0,2,2023-11-03
TXN_5901887,7,4,16.0,0,2,2023-08-31
TXN_1072232,6,1,4.0,3,1,2023-01-07
TXN_7469771,1,5,15.0,0,0,2023-12-09
TXN_7139053,5,4,20.0,3,2,2023-09-12
TXN_6028915,6,5,20.0,1,1,2023-12-24
TXN_3622194,1,1,3.0,3,0,2023-06-26
TXN_6431215,1,1,3.0,0,0,2023-08-27
TXN_4385240,3,4,4.0,1,2,2023-02-10
TXN_3840523,0,2,8.0,2,0,2023-12-27
TXN_5697778,1,3,9.0,1,0,2023-03-08
TXN_1749299,7,2,8.0,0,0,2023-10-28
TXN_6806024,4,2,6.0,2,1,2023-04-14
TXN_8352365,2,5,10.0,0,2,2023-08-10
TXN_7143535,3,2,2.0,0,0,2023-05-21
TXN_5090839,6,5,20.0,1,0,2023-03-06
TXN_5743619,5,5,25.0,3,2,2023-11-07
TXN_8785432,3,2,2.0,1,0,2023-08-14
TXN_1086324,1,3,9.0,0,1,2023-11-25
TXN_8888599,6,5,20.0,0,0,
TXN_6361309,1,5,15.0,0,2,
TXN_8211146,6,5,20.0,3,2,2023-04-30
TXN_5826333,3,1,1.0,1,0,2023-05-14
TXN_1555314,6,1,4.0,0,2,2023-02-25
TXN_4611673,7,5,20.0,3,0,2023-03-05
TXN_8839045,1,2,6.0,0,1,2023-06-13
TXN_5183249,6,1,4.0,0,1,2023-07-02
TXN_5104848,8,2,3.0,0,2,2023-01-22
TXN_9943917,6,3,12.0,2,1,2023-01-16
TXN_2490461,5,4,20.0,0,0,2023-09-22
TXN_5852244,1,2,6.0,2,2,2023-10-15
TXN_9874775,8,1,1.5,1,0,2023-09-02
TXN_2586215,4,2,6.0,3,0,2023-03-23
TXN_7704229,2,4,8.0,1,0,2023-07-15
TXN_5444860,8,2,3.0,3,0,2023-04-28
TXN_9391494,2,1,2.0,0,0,2023-12-17
TXN_3557583,7,5,20.0,2,0,2023-07-26
TXN_8739878,0,1,3.0,0,0,2023-09-27
TXN_5386352,0,1,4.0,2,0,2023-01-18
TXN_8321887,3,5,5.0,0,0,2023-03-21
TXN_3995266,6,1,4.0,2,1,2023-04-21
TXN_7326974,1,4,12.0,2,0,2023-12-31
TXN_7277750,1,2,6.0,0,0,2023-09-29
TXN_8075323,6,1,4.0,3,0,2023-04-18
TXN_4831345,6,5,20.0,0,1,2023-05-10
TXN_6301984,4,5,15.0,0,2,
TXN_1456374,3,5,5.0,1,0,2023-02-15
TXN_3263746,2,1,2.0,1,2,2023-11-14
TXN_2268203,5,3,15.0,0,0,
TXN_9502077,7,3,12.0,0,0,2023-12-21
TXN_4994052,2,4,8.0,0,2,
TXN_1671480,3,5,5.0,0,0,2023-01-06
TXN_7430227,1,3,9.0,1,1,2023-07-24
TXN_1516182,3,1,1.0,0,0,2023-06-18
TXN_8807199,5,5,25.0,2,0,2023-05-30
TXN_8700466,2,4,8.0,3,1,2023-04-29
TXN_2190325,6,4,16.0,2,1,2023-03-10
TXN_4150495,3,2,2.0,1,0,2023-04-12
TXN_3794410,1,4,12.0,2,0,2023-12-06
TXN_5677869,4,5,15.0,1,1,2023-11-19
TXN_3436462,5,2,10.0,2,1,2023-06-29
TXN_7493740,1,1,3.0,0,0,2023-05-18
TXN_7388752,5,1,5.0,2,2,2023-08-28
TXN_9448209,6,3,12.0,1,1,
TXN_8655424,3,2,2.0,0,1,2023-11-26
TXN_9720012,7,5,20.0,1,1,2023-09-25
TXN_6609572,0,4,16.0,1,1,2023-06-15
TXN_9390188,8,1,1.5,0,2,2023-06-20
TXN_1952465,1,2,6.0,0,2,2023-06-11
TXN_7605154,4,5,15.0,1,1,2023-09-09
TXN_2684400,2,3,6.0,0,1,2023-03-30
TXN_4702378,1,2,6.0,1,0,2023-08-28
TXN_6312755,6,2,8.0,2,0,2023-02-11
TXN_7584025,8,4,6.0,0,1,2023-09-18
TXN_7533540,6,5,20.0,0,1,2023-11-01
TXN_4425164,4,4,12.0,0,0,2023-01-13
TXN_4325648,4,3,9.0,3,2,2023-05-04
TXN_7151374,8,4,6.0,2,1,2023-07-30
TXN_6413250,5,4,20.0,1,0,2023-12-02
TXN_6496506,4,1,3.0,3,1,2023-01-11
TXN_2695546,8,1,1.5,2,2,2023-08-26
TXN_4823513,3,5,5.0,1,2,2023-07-02
TXN_8960347,7,3,12.0,1,1,
TXN_3222677,6,1,4.0,3,2,2023-12-16
TXN_9942517,2,4,8.0,3,1,2023-04-29
TXN_8735418,2,5,10.0,3,2,2023-03-03
TXN_7799794,3,4,4.0,3,1,2023-08-22
TXN_6347670,8,2,3.0,3,1,2023-06-24
TXN_9180345,6,4,16.0,3,0,2023-06-13
TXN_9632482,1,2,6.0,2,0,2023-08-27
TXN_4642770,8,4,6.0,0,0,2023-09-22
TXN_5356324,7,1,4.0,0,0,2023-02-26
TXN_5148730,1,1,3.0,1,0,2023-12-12
TXN_8848847,3,3,3.0,1,2,2023-08-15
TXN_3686848,8,3,4.5,0,0,2023-04-06
TXN_2328896,7,4,16.0,1,0,2023-10-20
TXN_6361856,3,5,5.0,0,0,2023-05-11
TXN_5942011,8,1,1.5,1,0,2023-10-08
TXN_7137364,5,5,25.0,1,0,2023-08-09
TXN_9904042,0,4,16.0,2,0,2023-06-09
TXN_1510406,5,3,15.0,0,1,2023-01-12
TXN_8176812,6,5,20.0,3,0,2023-06-21
TXN_1360872,2,2,4.0,2,1,2023-11-04
TXN_4413776,2,5,10.0,1,2,2023-07-21
TXN_1811953,3,2,2.0,0,0,2023-06-26
TXN_9382596,7,5,20.0,2,2,2023-11-18
TXN_9480564,3,4,4.0,1,1,2023-06-12
TXN_1094479,1,3,9.0,0,1,2023-06-08
TXN_8301190,2,1,2.0,1,2,2023-04-01
TXN_7653946,7,4,16.0,1,0,2023-09-19
TXN_1348274,1,5,15.0,0,0,2023-11-14
TXN_2855149,6,2,8.0,1,1,2023-07-16
TXN_9320167,4,5,15.0,2,0,2023-11-12
TXN_1135215,6,3,12.0,0,1,2023-04-10
TXN_6158518,3,5,5.0,1,0,2023-09-28
TXN_5734442,3,4,4.0,2,2,2023-10-01
TXN_5748083,5,2,10.0,0,2,2023-04-08
TXN_1804335,4,3,9.0,2,0,2023-10-05
TXN_3644269,3,5,5.0,2,2,2023-09-26
TXN_5611239,3,4,4.0,1,2,2023-11-18
TXN_4020100,3,1,1.0,1,1,2023-08-09
TXN_1643870,5,4,20.0,3,2,2023-10-07
TXN_4734216,5,3,15.0,3,1,2023-11-30
TXN_4060538,1,2,6.0,3,2,2023-09-08
TXN_4788388,1,3,9.0,0,0,2023-06-29
TXN_9348280,0,2,8.0,2,1,2023-03-28
TXN_5173628,8,3,4.5,0,2,2023-05-30
TXN_9040196,4,3,9.0,1,0,2023-06-28
TXN_1853983,8,1,1.5,1,1,2023-12-04
TXN_6154823,0,5,20.0,3,2,2023-11-16
TXN_1936915,5,3,15.0,3,1,2023-01-24
TXN_8693747,7,4,16.0,3,0,2023-02-13
TXN_2911864,3,3,3.0,3,2,2023-03-21
TXN_2336921,4,3,9.0,3,2,2023-05-01
TXN_3275800,2,3,6.0,0,2,2023-05-27
TXN_6472656,8,3,4.5,1,2,2023-11-25
TXN_3494191,7,2,8.0,2,1,2023-01-08
TXN_4177717,3,1,1.0,0,0,2023-01-07
TXN_7313328,4,1,3.0,0,2,2023-01-03
TXN_4019047,2,2,4.0,0,0,2023-09-14
TXN_6832697,5,3,15.0,2,2,2023-01-21
TXN_2919225,2,4,8.0,2,2,2023-02-14
TXN_4937344,6,1,4.0,2,1,2023-02-12
TXN_6444366,2,1,2.0,3,0,2023-08-19
TXN_7448158,1,2,6.0,3,2,2023-09-28
TXN_7630601,8,1,1.5,0,2,2023-08-22
TXN_7366807,5,3,15.0,0,0,2023-10-22
TXN_5762127,2,2,4.0,0,2,2023-11-10
TXN_1856153,2,5,10.0,2,0,2023-12-02
TXN_4908458,8,4,6.0,0,0,2023-10-06
TXN_4214066,4,2,6.0,0,1,2023-07-23
TXN_8252793,3,4,4.0,3,0,2023-07-28
TXN_1313643,1,4,12.0,0,0,2023-02-11
TXN_2941227,3,3,3.0,1,1,2023-08-29
TXN_1206585,8,2,3.0,1,0,2023-06-29
TXN_9580673,4,2,6.0,0,1,2023-06-25
TXN_9874192,7,3,12.0,0,0,2023-11-30
TXN_4475487,7,3,12.0,1,1,2023-06-01
TXN_8876663,5,2,10.0,3,2,2023-03-23
TXN_3858126,7,2,8.0,0,1,2023-08-25
TXN_3524464,7,4,16.0,2,2,2023-08-31
TXN_6242107,2,3,6.0,1,0,2023-11-14
TXN_2352246,7,4,16.0,2,2,2023-06-20
TXN_9523335,3,4,4.0,2,0,2023-01-29
TXN_4475412,6,3,12.0,0,0,2023-10-31
TXN_2656162,2,1,2.0,3,1,2023-04-11
TXN_7517241,6,2,8.0,0,0,2023-01-18
TXN_6243134,8,2,3.0,3,0,
TXN_2435218,2,5,10.0,0,1,2023-05-02
TXN_9022617,2,1,2.0,2,1,2023-01-23
TXN_1031802,3,4,4.0,0,0,2023-06-27
TXN_2346296,1,4,12.0,3,0,2023-10-04
TXN_8219210,7,5,20.0,1,0,2023-01-12
TXN_4541981,7,4,16.0,2,1,2023-01-14
TXN_8522571,4,2,6.0,2,2,2023-09-19
TXN_6752476,8,4,6.0,0,2,2023-08-28
TXN_1894142,6,4,16.0,1,1,2023-09-13
TXN_3766378,0,1,3.0,1,2,2023-08-18
TXN_8885727,8,2,3.0,1,2,2023-10-05
TXN_1422305,6,4,16.0,0,1,2023-03-09
TXN_4625165,5,3,15.0,2,0,2023-03-02
TXN_1804132,7,3,12.0,0,1,
TXN_9323215,3,3,3.0,0,0,2023-01-27
TXN_6824743,6,2,8.0,3,2,2023-11-08
TXN_9384397,6,2,8.0,1,0,2023-10-31
TXN_1034067,7,3,12.0,3,0,2023-01-07
TXN_3265085,3,5,5.0,0,1,2023-09-05
TXN_3061498,5,5,25.0,0,0,2023-11-14
TXN_6206792,8,4,6.0,2,0,2023-10-13
TXN_7374304,8,5,7.5,3,1,2023-05-10
TXN_9447946,7,2,8.0,2,1,2023-10-21
TXN_2102561,3,2,2.0,0,1,2023-04-05
TXN_5649995,8,2,3.0,0,2,
TXN_8223689,5,5,25.0,3,1,2023-09-08
TXN_3207254,1,1,3.0,0,2,2023-04-25
TXN_2579242,4,5,15.0,0,1,2023-09-11
TXN_2187911,2,3,6.0,2,2,2023-04-20
TXN_2594056,5,4,20.0,1,0,2023-03-11
TXN_6591736,2,4,8.0,0,2,2023-06-21
TXN_1267753,8,3,4.5,2,0,2023-06-28
TXN_4615235,1,4,12.0,1,0,2023-01-08
TXN_4824519,7,5,20.0,0,0,2023-12-27
TXN_4677415,1,2,6.0,3,0,2023-12-12
TXN_3548788,5,4,20.0,3,0,2023-02-22
TXN_2503245,6,3,12.0,0,2,2023-04-15
TXN_8855046,4,3,9.0,0,2,2023-12-05
TXN_9287659,0,1,3.0,0,1,2023-05-13
TXN_2417402,6,3,12.0,3,0,2023-05-09
TXN_6266017,3,4,4.0,0,1,2023-09-28
TXN_4619018,1,5,15.0,3,0,2023-12-19
TXN_8352748,0,5,20.0,1,1,2023-05-01
TXN_2221447,3,1,1.0,2,1,2023-12-06
TXN_3564954,7,4,16.0,1,0,2023-03-09
TXN_8464222,1,4,12.0,1,1,2023-08-17
TXN_6815753,3,4,4.0,3,2,2023-10-27
TXN_6738716,1,5,15.0,0,2,2023-04-21
TXN_9477892,1,3,9.0,2,0,2023-08-21
TXN_9894270,3,4,4.0,2,1,
TXN_3136701,0,2,8.0,0,1,2023-12-18
TXN_4644671,2,3,6.0,0,0,2023-04-20
TXN_1634534,4,5,15.0,0,0,2023-12-03
TXN_7809121,1,4,12.0,0,0,2023-05-15
TXN_1350239,7,5,20.0,1,0,2023-11-18
TXN_5145906,8,4,6.0,0,0,2023-01-30
TXN_9603912,4,5,15.0,0,0,2023-12-23
TXN_1205610,3,2,2.0,0,1,2023-07-19
TXN_8969428,5,3,15.0,0,2,2023-03-08
TXN_5269634,1,5,15.0,3,1,2023-04-07
TXN_3043982,6,5,20.0,1,1,2023-01-10
TXN_6310896,6,1,4.0,0,1,2023-05-01
TXN_5496282,7,2,8.0,0,0,2023-03-03
TXN_3947201,3,5,5.0,0,2,2023-06-17
TXN_3666951,4,2,6.0,0,1,2023-01-06
TXN_7254494,2,5,10.0,2,2,2023-03-16
TXN_3157867,5,2,10.0,0,2,2023-11-02
TXN_6164035,3,1,1.0,2,2,2023-03-30
TXN_6234838,4,5,15.0,0,1,2023-10-30
TXN_5671075,8,5,7.5,1,1,2023-12-25
TXN_5004986,6,3,12.0,3,0,2023-01-23
TXN_4856575,5,3,15.0,3,1,2023-09-10
TXN_6064400,6,5,20.0,0,0,2023-07-06
TXN_8512136,4,1,3.0,1,2,2023-08-26
TXN_1868529,5,1,5.0,2,0,2023-01-25
TXN_3129441,4,3,9.0,2,1,2023-05-31
TXN_1652596,7,5,20.0,3,0,2023-10-04
TXN_3487896,2,5,10.0,2,0,2023-01-09
TXN_1429858,3,4,4.0,2,0,2023-03-15
TXN_1721242,7,5,20.0,0,1,2023-11-23
TXN_3472707,6,2,8.0,1,2,2023-03-26
TXN_5348750,5,5,25.0,2,0,2023-07-15
TXN_3819085,6,1,4.0,0,2,2023-11-23
TXN_2181920,6,3,12.0,1,0,2023-02-11
TXN_1173155,2,1,2.0,1,1,2023-03-14
TXN_4913079,6,3,12.0,0,0,2023-08-19
TXN_1476711,8,2,3.0,0,0,2023-01-26
TXN_5341644,1,4,12.0,1,0,2023-01-24
TXN_4548274,4,5,15.0,3,0,2023-05-09
TXN_8008815,5,2,10.0,0,0,2023-03-16
TXN_3639760,1,5,15.0,2,2,2023-01-29
TXN_8159727,5,5,25.0,3,0,2023-04-24
TXN_5061028,3,1,1.0,2,2,2023-05-17
TXN_6962671,1,2,6.0,0,0,2023-01-20
TXN_4791072,2,3,6.0,0,0,2023-11-13
TXN_7263939,0,1,4.0,0,0,2023-08-08
TXN_4775791,7,4,16.0,2,0,2023-04-13
TXN_6724554,8,3,4.5,0,0,2023-03-22
TXN_6897608,2,2,4.0,2,2,2023-06-28
TXN_1481470,4,3,9.0,3,2,
TXN_4226572,3,3,3.0,0,2,2023-05-16
TXN_6833530,4,4,12.0,0,1,2023-11-05
TXN_5752187,4,4,12.0,3,1,
TXN_4321368,2,4,8.0,0,2,2023-12-09
TXN_3434549,6,5,20.0,2,2,2023-05-25
TXN_7918317,8,1,1.5,2,0,2023-07-27
TXN_3467985,6,3,12.0,1,2,2023-12-10
TXN_3526095,6,3,12.0,1,2,2023-08-30
TXN_8316915,3,5,5.0,3,1,2023-05-30
TXN_4876685,8,1,1.5,3,2,2023-07-14
TXN_7505290,5,4,20.0,3,2,2023-10-21
TXN_5709834,1,4,12.0,3,0,2023-03-24
TXN_9626624,7,3,12.0,1,1,2023-10-10
TXN_4563526,7,4,16.0,2,0,2023-06-30
TXN_5512533,2,4,8.0,3,0,2023-06-13
TXN_9399452,1,4,12.0,2,1,2023-12-03
TXN_3451212,1,3,9.0,0,0,2023-01-29
TXN_1934166,6,5,20.0,1,1,2023-03-06
TXN_5594695,1,3,9.0,2,1,2023-01-18
TXN_8379868,1,3,9.0,1,1,2023-01-16
TXN_3708535,2,5,10.0,0,1,2023-05-02
TXN_5299440,4,2,6.0,2,1,2023-10-21
TXN_4107706,5,1,5.0,0,1,2023-11-23
TXN_6059878,5,3,15.0,3,0,2023-01-23
TXN_6476204,0,5,20.0,0,2,2023-12-22
TXN_5777542,6,2,8.0,0,0,2023-10-22
TXN_3919225,1,2,6.0,1,1,2023-03-26
TXN_5598744,6,4,16.0,3,2,2023-10-17
TXN_7355326,3,1,1.0,0,0,2023-01-03
TXN_4071945,1,1,3.0,1,0,2023-07-17
TXN_6732096,7,2,8.0,0,1,2023-04-02
TXN_4392519,3,2,2.0,0,2,2023-09-20
TXN_1716710,2,2,4.0,0,0,2023-02-23
TXN_9550397,2,4,8.0,0,0,
TXN_9655021,2,3,6.0,0,0,2023-04-22
TXN_3868402,2,3,6.0,1,1,2023-01-21
TXN_4624591,5,2,10.0,2,1,2023-08-03
TXN_9640865,3,2,2.0,1,2,2023-03-18
TXN_6456008,5,5,25.0,2,1,2023-03-26
TXN_9547654,3,2,2.0,0,1,2023-11-19
TXN_4986668,1,3,9.0,3,0,2023-11-30
TXN_6235329,5,2,10.0,3,1,2023-10-11
TXN_8536578,1,5,15.0,3,1,2023-11-11
TXN_4545512,2,1,2.0,0,2,2023-12-18
TXN_2156128,6,1,4.0,3,1,2023-07-21
TXN_9188172,4,3,9.0,3,1,2023-08-27
TXN_5893283,0,3,9.0,1,1,2023-08-15
TXN_6408024,3,3,3.0,0,1,2023-11-29
TXN_4788748,6,4,16.0,2,1,2023-04-30
TXN_6460409,5,3,15.0,1,0,2023-01-03
TXN_1067052,8,4,6.0,0,2,2023-02-18
TXN_8776634,4,5,15.0,0,1,2023-06-02
TXN_2534831,8,5,7.5,1,2,2023-08-19
TXN_9941872,5,3,15.0,0,0,2023-04-08
TXN_2055898,8,4,6.0,0,0,2023-12-01
TXN_2007418,7,4,16.0,1,0,2023-06-16
TXN_6451043,3,2,2.0,0,1,2023-02-06
TXN_2632916,4,3,9.0,2,0,2023-06-17
TXN_1926794,7,1,4.0,0,1,2023-01-14
TXN_3201783,4,3,9.0,0,0,2023-12-03
TXN_2374950,1,5,15.0,3,0,2023-04-28
TXN_5962196,7,2,8.0,1,2,2023-11-29
TXN_4342098,7,4,16.0,1,1,2023-05-24
TXN_7367134,7,4,16.0,3,0,2023-10-03
TXN_3651743,1,5,15.0,1,1,2023-04-24
TXN_4411007,3,5,5.0,3,2,2023-05-17
TXN_6026451,4,2,6.0,1,1,2023-11-06
TXN_5896413,2,3,6.0,1,1,
TXN_5093312,3,4,4.0,2,2,2023-08-12
TXN_6685570,8,1,1.5,2,1,2023-03-14
TXN_7905853,3,4,4.0,3,0,2023-07-25
TXN_3020475,5,4,20.0,0,2,2023-09-13
TXN_7665695,8,3,4.5,0,1,2023-10-21
TXN_2355099,5,5,25.0,1,2,2023-03-18
TXN_6071866,8,4,6.0,0,0,2023-10-14
TXN_4548715,6,2,8.0,0,0,2023-02-16
TXN_8156272,5,2,10.0,1,1,
TXN_8344035,7,2,8.0,1,0,2023-08-23
TXN_7332192,2,1,2.0,2,2,2023-11-17
